Series Name,Series Code,Country Name,Country Code,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
GDP (current US$),NY.GDP.MKTP.CD,Australia,AUS,3.95581E+11,4.67498E+11,6.14326E+11,6.95329E+11,7.47907E+11,8.54427E+11,1.05564E+12,9.28627E+11,1.14861E+12,1.39841E+12,1.54689E+12,1.57638E+12,1.46755E+12,1.35062E+12,1.20654E+12,1.32652E+12,1.42829E+12,1.39223E+12,1.3269E+12,1.55267E+12
GDP (current US$),NY.GDP.MKTP.CD,Austria,AUT,2.14395E+11,2.62274E+11,3.01458E+11,3.16092E+11,3.3628E+11,3.89186E+11,4.32052E+11,4.01759E+11,3.92275E+11,4.31685E+11,4.09402E+11,4.30191E+11,4.42585E+11,3.81971E+11,3.95837E+11,4.17261E+11,4.54991E+11,4.44621E+11,4.35225E+11,4.80368E+11
GDP (current US$),NY.GDP.MKTP.CD,Azerbaijan,AZE,6235856820,7276753895,8680370408,13245716099,20982986344,33050343783,48852482960,44291490421,52909294792,65951627200,69683935845,74164435946,75244294275,53074370486,37867518957,40865558912,47112941176,48174235294,42693000000,54622176471
GDP (current US$),NY.GDP.MKTP.CD,"Bahamas, The",BHS,8881160000,8870090000,9055290000,9836200000,10167250000,10618340000,10526000000,9981960000,10095760000,10070450000,10720500000,10562800000,11176100000,11861900000,11834600000,12357600000,12755800000,13192800000,9699500000,11208600000
GDP (current US$),NY.GDP.MKTP.CD,Bahrain,BHR,9593510638,11074813830,13150159574,15968723404,18504760638,21730000000,25710904255,22938218085,25713271277,28776595745,30749308511,32539468085,33387712766,31050638298,32234973404,35473776596,37802005319,38653318085,34723357447,38868663032
GDP (current US$),NY.GDP.MKTP.CD,Bangladesh,BGD,54724081491,60158929188,65108544250,69442943089,71819083684,79611888213,91631278239,1.02478E+11,1.15279E+11,1.28638E+11,1.33356E+11,1.4999E+11,1.72885E+11,1.95079E+11,2.65236E+11,2.93755E+11,3.21379E+11,3.51238E+11,3.73902E+11,4.16265E+11
GDP (current US$),NY.GDP.MKTP.CD,Barbados,BRB,3106500000,3209500000,3444500000,3819500000,4217450800,4674007450,4784925100,4465657300,4529928300,4657699450,4610096000,4677248300,4696344350,4724691200,4832811750,4981588900,5097283200,5324250000,4671800000,4843800000
GDP (current US$),NY.GDP.MKTP.CD,Belarus,BLR,14594249023,17827791321,23144351852,30207567317,36954312354,45277399814,60763483146,50874078052,57222490769,61757788945,65685102555,75527984234,78813839984,56454734397,47722657821,54726595249,60031262269,64409647194,61371126414,68205380707
GDP (current US$),NY.GDP.MKTP.CD,Belgium,BEL,2.58384E+11,3.18083E+11,3.69215E+11,3.85715E+11,4.0826E+11,4.70922E+11,5.17328E+11,4.83254E+11,4.81421E+11,5.2333E+11,4.96153E+11,5.21791E+11,5.3539E+11,4.62336E+11,4.76063E+11,5.02765E+11,5.43299E+11,5.35831E+11,5.25212E+11,5.94104E+11
GDP (current US$),NY.GDP.MKTP.CD,Belize,BLZ,1233000000,1298000000,1389500000,1461500000,1581000000,1696000000,1729000000,1680500000,1738500000,1819500000,1903000000,2029500000,2138000000,2210500000,2258500000,2286000000,2315000000,2416500000,2080000000,2491500000
GDP (current US$),NY.GDP.MKTP.CD,Benin,BEN,4194342849,5349258334,6190270756,6567654494,7034111651,8169048690,9787735426,9738626993,9535345011,10693321370,11141358106,12517845128,13284527850,11388160997,11821065852,12701655846,14262408080,14391686309,15651545209,17144918952
GDP (current US$),NY.GDP.MKTP.CD,Bermuda,BMU,3937228000,4186525000,4484703000,4868136000,6144000000,6767000000,6980000000,6656000000,6634526000,6312691000,6378188000,6465756000,6413988000,6654541000,6899911000,7142316000,7225977000,7423465000,6887147000,7286607000
GDP (current US$),NY.GDP.MKTP.CD,Bhutan,BTN,520849551.5,604041957.9,682523857,796938120.2,874989895.6,1168308517,1227808791,1234014292,1547991318,1777101317,1781281282,1756215665,1907090813,2003598213,2158972129,2450364928,2446866405,2535657069,2325184481,2539552985
GDP (current US$),NY.GDP.MKTP.CD,Bolivia,BOL,7905485146,8082364816,8773451752,9549077919,11451869202,13120183208,16674324662,17339992194,19649631308,23963033429,27084497482,30659338886,32996188017,33000198248,33941126200,37508642165,40287647930,40895322844,36629843805,40408208528
